player_tag,final_elo,last_observed_trophies,matches_played
8LLU9VGC,1240.8,8650,545
VJLPQYV8,1284.6,9000,545
P0Y8YQCLP,1080.4,8711,545
2VVVJJLR,1202.1,8546,545
2GR0CJ80,1290.7,8794,545
Y82002RJ,1185.0,9000,545
8GJGGV2C,1316.7,9000,545
229RRQY2,1205.7,8624,545
G0U2J8CVC,1352.5,9000,545
22LC0VV99,1229.6,8852,545
8JVCYVC9G,1429.5,9000,545
28LCPLRJY,1227.9,8591,545
28JU92CVQ,1087.7,8535,544
29YL02G9L,1236.2,8732,544
9V0C8P8Y,1240.6,9000,544
90G9U90CR,1188.7,8653,544
9JJUQ9VC8,1286.5,8500,544
LYCJ92CR,1175.4,9000,544
YR8QYVU2,1329.3,8851,544
2V0L98UG9,1302.7,9000,544
LLQQYQJ8J,1170.8,8617,544
2RR2UQGR,1248.3,9000,544
8RRUYJVQR,1383.3,8592,544
UVYU8R2C0,1185.2,8620,544
8P8V9PG2P,1373.1,8500,543
8RU2CU82,1138.2,8500,543
2P2L0C0CP,1300.0,9000,543
9CYYJ28R,1272.2,8768,543
QR92YJQ8V,1223.3,8670,543
YQ2LLVQ,1190.7,8530,543
289G22PRY,1149.3,8500,543
2YP8VJUUL,1250.4,8500,543
82UQJQYJ,988.1,8500,543
9P8Q28JLP,1243.7,8653,543
QYCQ09UYV,1176.0,8959,543
8CP89VG80,1195.4,8879,543
2LL9GCVJJ,1203.2,8675,543
CC2CLRUJU,1167.0,8523,543
LUYGUV9RU,1257.2,8655,543
89GQY02YL,1321.1,9000,543
9PCYP9QR,1212.8,8528,542
U2GR82UJU,1199.8,8558,542
2L92LCUL,1138.4,8623,542
2R98Y28RV,1261.6,9000,542
2Y8C0Y22G,1356.0,9000,542
8UCCRRGCV,1183.4,9000,542
PLP0L22Y0,1116.7,9000,542
8LPJL028P,1173.2,8611,542
2GGR90QUR,1198.7,9000,541
8P8RVVRC0,1114.2,8593,541
82C2YP8YV,1189.0,9000,541
882PCJC2R,1466.6,9000,541
Q9QPYJCRQ,1261.1,8744,541
CQ0PQCJ8G,1203.9,8565,541
2Y2V0PP2V,1357.6,9000,541
9R8QGRQU,1169.6,8315,541
JVQCJP9G9,1377.5,8905,540
8VVJV0GC,1227.7,8792,540
JR0PL8UV,1148.0,8595,540
2P9UL9RJ,1289.6,9000,540
8CLRC0UC,1124.8,9000,540
9292RGVCL,1113.9,8500,540
CVP0J22QJ,1246.2,8644,540
QQU2LY89,1438.4,9000,540
2RGG8VQJ,1106.7,9000,540
LGQG8RPUQ,1088.2,8553,540
GP8QYPYL,1392.5,9000,539
P0CLPVGLJ,1099.2,9000,539
P0LL8Y98,1064.8,8266,539
28QYLLJUL,1174.8,8712,539
929JUGL2V,1275.6,8811,539
R0Q8LQL,1299.6,8223,539
9YY9Q0V0,1549.3,9000,539
292G998Q2,1158.0,9000,539
LQJR9YGY2,1068.0,8533,539
Y0UJC9GLV,1044.7,8503,539
Q2UG2L2J,1141.7,8500,538
202JLGLQ2,1071.9,8500,538
2LJ2CPR9G,1120.7,8509,538
9P82G9UQ,1144.3,8504,538
209VCRLQ,964.1,8630,538
UJCVQCV8,1090.7,8696,538
RPU99U9LR,1128.3,8500,538
PC2YPPYJ,1135.6,8530,538
92G8LQYJC,1320.5,8799,538
822J9P2R,1209.9,9000,538
2CRJPQYJQ,1352.2,9000,538
8LR2JJLR0,1203.3,8645,538
82J20LL,1300.4,8622,537
QCL2UCGV,1201.0,8408,537
GQG0Y8QQ9,1283.6,8591,537
9QJYYGQYJ,1313.6,9000,537
9UYR0G8VJ,1399.7,9000,537
29RCUQ28R,1222.3,8290,537
8VYJPGQ8G,1304.3,8761,537
8GCPUUL8,1160.2,8502,537
RQLV2YJL8,1095.8,8500,537
RC0Q989GV,1250.2,8586,537
2LG8YPU0C,1110.6,8530,537
9VGL9UQ88,1268.4,9000,537
J2JCU0PJC,1293.5,8578,536
Q89YUGL0,1353.9,9000,536
9RPJJQJV,1201.8,8745,536
8CC00YG22,1197.6,8838,536
8JUUL0JGV,1176.3,8758,536
Q8LJVQRQ,1146.2,8561,536
2UPUP0GPY,1201.1,8802,536
90LQY90L,1194.8,9000,536
PPPL08UJ,1446.5,9000,536
CR2CG0RY8,1341.9,8886,536
8RPQCJPGY,1259.6,8567,536
8GRC2C0YY,1173.4,8508,536
299R8GQVP,1135.4,8533,536
80LP2R88Y,1196.9,9000,536
9G99Q0V8,1373.4,9000,536
8JQ2RUUR,1311.7,8936,536
98GYQJ0Y,1124.9,8500,535
8GL28V8VY,1259.6,9000,535
2UQJG9QC0,1370.5,9000,535
U0QY29J2,1253.3,8578,535
Y2RVR9L,1648.2,9000,535
2Y2C0Y2QV,1233.8,8646,535
2P0G9000,1202.5,8500,535
LP22G8R29,1082.3,8500,535
QPL9YQPY,1211.0,9000,535
9U2JYPCQ8,1269.2,9000,535
80U202C,1186.3,9000,534
P0CJ0GV2,1061.7,8500,534
P8VUYUVR,1145.3,9000,534
2GR0VUJVV,1241.8,8582,534
8CYRV00Q,1160.6,8565,534
80L89JC0Q,1134.9,8588,534
8YV98200,1129.0,8500,534
PCJL2C0Y,1111.9,8563,534
YLLPUY0V,1183.1,8639,534
8R2RYQRYL,1117.3,8521,534
9YQ090VVU,1061.5,8500,534
2G8PLQGU9,1363.4,9000,534
2Y89V8RLP,1150.7,8941,534
9PUJ92VRC,1138.6,8586,533
9V0RGYVCJ,1126.0,8621,533
89C8CL98,970.2,8500,533
QQ88JUJR,1116.2,8580,533
QL0U00LC,1175.4,8902,533
LU8RJRUU,1235.8,9000,533
89PC8ULJR,1202.5,8595,533
89PL0YJ2,1135.9,8709,533
QY22QJ9CG,1345.2,9000,533
2Q09UY88,1239.7,9000,533
2QR0JLPV,1388.7,9000,533
9R0UQY8J9,1217.9,8712,533
20GQQ8YYQ,1150.3,8629,533
YGY2YC2L,1332.9,9000,532
GRP2J2LR,1264.6,8650,532
2R9R0RP2,1277.3,8699,532
209QLYYGC,1245.8,8529,532
QP8990QU,1277.7,8688,532
9R8UY2GP,1268.7,8416,532
PJPJ0YCV,1141.8,8503,532
GRU9280L,1145.7,8500,532
Q2UVGU0Y,1375.2,9000,532
YQQU8PQ28,1384.2,9000,532
PQCPRR89,1241.3,8643,532
PY2YYP9RL,1315.6,9000,532
9GL8YYQRR,1100.0,9000,531
8JL0QLUU,1246.1,8555,531
9L0992UQ0,1293.1,9000,531
82PUJJP99,1158.2,8562,531
QY9J2U9Q,1216.7,8594,531
2LUVRVLYV,1191.9,8793,531
UVP00JYUQ,1307.0,9000,531
CR0CRGRUC,1294.8,8738,531
G9V8Y2RP,1044.1,8500,531
9QGC0CJYJ,1317.3,8530,531
PRUV2CRPV,1165.5,8530,531
JVQU2009U,1166.6,8782,531
9YVRR8GLV,1148.9,8530,531
2LQLC00QU,1059.6,9000,531
JQQ8JLLR,1174.4,8651,531
P99UJ0PVC,1330.7,9000,530
C0PGQPL2C,1232.7,8731,530
2UQGGP88,1260.1,9000,530
89VR9PPL,1283.9,8925,530
LPJRVUL2,1343.3,8825,530
22J8JPPV8,1306.0,9000,530
2LJYJV0,1326.9,8855,530
9080V2V9G,1277.0,9000,530
V92V9QCQR,1101.0,8716,530
Y8J00U8V,1286.2,8821,530
9C2QG0CYL,1287.7,9000,530
8GR9CJYJP,1303.0,9000,530
2U8GUQ9GJ,1024.3,8503,530
9PGLYPPRG,1369.6,8843,530
G2C98GRU,1197.1,8672,530
2208U2Q09,1035.1,8500,530
99CP8PLU,1119.8,8153,530
L2G0JVPRL,1158.4,9000,529
9YV88JQ00,1217.3,9000,529
9JCQLC8LY,1185.6,8680,529
PPLUJ8JQ2,1220.2,8670,529
L9V9LU9LG,1276.3,9000,529
882YYCRL0,1232.8,8758,529
CRQ2PC8L9,1326.5,8761,529
P89J8RG,1133.6,9000,529
Y92LLP8P,1288.2,9000,529
28GQUQRYJ,1203.1,8538,529
PUYGULY22,1134.5,8586,529
828Q8PQCV,1264.9,9000,529
CUG9GPRJ,1323.1,8692,529
9GQPPCUR0,1169.9,9000,529
8G82PRY8L,1054.8,8500,529
2LQ2LU9P0,1187.5,8500,528
9GLGJCLQV,1211.6,8568,528
9PU2RLPYL,1227.8,8536,528
G9QJGJRJ9,1219.9,8754,528
8020VQ2P9,1091.4,8530,528
JUY0YRR2R,1119.7,8278,528
JQR8RCR,1111.0,8500,528
YRVYQGLPU,1301.5,8588,527
8LYPV0UP,1502.4,9000,527
9CJURLC9J,1220.3,8500,527
20RGCQCU8,1176.5,8621,527
20UU0JUJ,1252.9,9000,527
Y20CC9R9Y,1231.6,9000,527
28QGLUPY2,1263.2,8769,527
8Y0R82UC2,1344.2,9000,527
8PJ0RJ8Q,1324.4,9000,527
2VL8YUYJY,1065.7,8798,526
80RYPYYY,1260.7,8782,526
UPR2C8VG,1234.1,8771,526
9C89LGJVU,1270.2,8652,526
2JPCQ82VC,1302.0,9000,526
2P2C0VCQV,1111.0,8657,526
QV8J28,1158.8,9000,526
J0JGLRJ,1122.1,8614,526
298P0PVC,1180.4,8532,526
YY9CYRRU2,1096.3,8500,526
80UCJCYQ,1146.6,8559,526
L09CRYVUU,1204.1,8550,526
2VYUJCJQ,1177.9,8686,526
YVG2V9C8,1141.7,8531,526
RYCRV2YCY,1342.2,8530,526
9VYUCYYCJ,1185.2,9000,526
2UV2U8LPG,1254.2,8825,526
LCUY0Q900,1368.5,8854,526
8L8LR9QYJ,1271.3,8732,526
9VPJYPUY,1196.9,8236,526
2GCLQC88,1483.4,9000,526
LRRRPC0C,1232.2,8708,525
CPU20V0R,1248.5,9000,525
PUGL9RUR,1326.9,9000,525
VGQ82CGJQ,1167.8,8530,525
8G0Q9JC8Q,1139.3,8565,525
9CLUGP8VJ,1173.8,8641,525
QQURUVCYY,1270.6,8870,525
YURVVGR2,1195.7,8257,525
2PVYYGPLJ,1150.2,8530,525
CJYJ922J,1222.9,8530,525
G8JVQRU0J,1221.5,8533,525
8P2U22PGJ,1124.6,8503,525
Y9J02U8R,1289.3,8844,524
CGUYGQCC,1167.0,8613,524
8LY2CQU82,1205.4,8559,524
9LUCLYVJG,1177.2,8532,524
2J089R8PG,1092.2,8500,524
8QVLP9RC,1193.5,8613,524
29VGUVG8P,1359.0,9000,524
9089LPP8,1176.2,9000,524
R2R0GGCQ,1145.6,8906,524
98QLRCUG,1313.9,8760,524
GGUYLPVC9,1134.4,8530,524
2JVVLULQ,1182.1,8528,523
8RUQPJYR,1171.6,8884,523
L88YQUG89,1298.2,9000,523
2RGQGLGJV,1260.9,8648,523
9G29CPJJ,1183.6,9000,523
89PVYVVCL,1172.0,8637,523
29VRPG9PJ,1361.0,9000,523
R0LCY9UR,1235.7,8871,523
98U9R8LJ,1076.4,8000,523
9UL9RUQJ,1187.9,8635,523
2QGVL9J8Y,1242.2,8625,523
LURCQ9L,1081.6,8530,523
YUG88CGYG,1134.9,9000,523
PRGQQ9Y8Q,1155.8,8292,522
20LUY0J2R,1135.9,8500,522
2U2RP9ULL,1113.4,8555,522
2RR2VPJPL,1160.5,9000,522
U0QVPU2C,1236.6,8616,522
9PPYRG9U,1242.8,9000,522
UGJUR8G22,1301.4,9000,522
PYGL8LLPY,1175.1,8500,522
8P8PGYR8Y,1378.1,8859,522
2LQ9Q20RC,1056.4,8848,522
8PYY2QP,1353.3,8800,522
89QP0LJLY,1186.0,8568,522
99GPRRPG,1215.4,8714,522
JCVYGVQVL,1312.4,8747,522
902LQ8VUC,1221.6,8608,522
8R9098R0,1387.3,9000,522
U29QJCYLG,1178.6,8244,522
LU2RRLRC,1202.6,9000,522
C8V9PRUP9,1403.7,8672,521
8RJPVQ2J,1079.7,8531,521
RC2RVC9QY,1159.8,8525,521
UR20V9GYR,1152.9,8500,521
V9VG2YGR,1262.7,8675,521
JQ9GQLYLQ,1210.1,8586,521
22PRYGJP,1200.3,8622,520
LURGL2CJ,1068.7,8593,520
LJPJ8PU9C,1264.9,8704,520
9P2Y909C,1185.7,9000,520
2YYUVVCLY,1264.7,8644,520
20PGQRLU9,1281.2,8614,520
QQQVJGYYV,1113.1,8382,520
J900QP9C,1277.4,9000,520
8QVYLRGP,1377.7,9000,520
809JLP0LP,1137.8,8522,520
LC2999,1327.7,8778,520
YLCR2U08,1113.3,8598,520
8QJ9GRUU,1194.2,8542,520
98RCP09,1096.6,9000,519
CUL0YV,1224.1,8610,519
8P2J8YJCC,1190.5,8536,519
RJ89Q8J2,1203.4,8264,519
PL2PLRULQ,1165.2,8500,519
88JYPQ9V,1357.7,9000,519
Y0G200P9R,1416.0,9000,519
9C8U8C88P,1288.3,8675,519
8JVL0LRGG,1201.7,8647,519
YP9PJQVP0,1129.5,8528,519
8V0RQ98UV,1139.8,8501,519
8GY8YRG2U,1263.3,8751,519
UP8VLU2G8,1023.0,8500,519
80LJJ9UV,1213.6,9000,519
22ULUC82V,1232.8,9000,519
88PULC2JC,1074.8,8506,519
QR0V8CP8Y,1267.9,9000,519
8QYRCU089,1336.1,8778,519
80J8RP929,1248.0,8536,519
2CCL0GY2P,1219.0,8601,519
9R9QJ9Y2C,1312.6,8608,518
229CJUQJ0,1174.5,9000,518
8RJCCQ88,1165.3,8698,518
9LP02VGU0,1370.3,8816,518
2CCG00QJV,1179.3,8527,518
2LQRQRC20,1195.8,8258,518
98R0QLCVR,1217.6,8636,518
9R28Y98UR,1106.3,8500,518
GU82J2L9,1240.6,8612,518
YRRCR9QJQ,1132.0,8715,518
80CVC908L,1072.9,9000,518
8QQGCLCQR,1132.7,8858,518
Q2VPCYU,1371.2,9000,518
L02LLUPC,1281.5,8885,518
YQVG090PJ,1311.8,9000,518
YRGCJQ8C,1235.3,8620,518
292CL829U,1238.2,8723,518
YY98GQJJ,1236.8,8549,517
PYUQ20JUP,1026.2,8201,517
YR8PVVQ80,1089.1,9000,517
9V2CQ92Y2,1218.6,9000,517
C2RLQCC2,1187.7,8553,517
2UL0QGRR2,1319.1,9000,517
JYG8PGUC,1140.5,9000,517
CC0QQG9U,1300.9,8571,517
U2G2P0C8Y,1288.9,9000,517
8LQ9UCLG8,1013.0,8563,517
JUR880UQ,1154.2,8532,517
82LJYCCCJ,1246.0,8615,517
8LUVRRVVV,1385.8,9000,517
2JUY9JG8P,1208.9,8240,517
2PL0YGVCQ,1134.0,8771,517
8LJ90VVCP,1159.5,8501,517
9GUJC0CY9,1221.0,8500,516
88GRQP8YV,1220.8,8648,516
V02U22UGC,1161.4,8197,516
8CYUL28J,974.6,8500,516
8JYJ89QQ9,1321.4,8726,516
YL88Q098U,1257.7,9000,516
L92V82JRG,1217.8,8642,516
80JY20RP2,1149.5,8647,516
QYU2VQ8C,1245.5,8699,516
PLG0RYY9Q,1438.3,9000,516
QG0PLCV8,1099.7,8500,515
9UUQCCRJL,1179.5,8766,515
9JV9R82Q9,1084.1,8530,515
2UY2PUV9U,1282.7,8461,515
UPVRJCGJ,1197.3,8637,515
R2900QY8,1208.3,8834,515
P822VYGJ,1423.3,8647,515
ULQGJVUYY,1234.9,9000,515
89J09GY0,1171.2,8540,515
2PP8L880L,1154.1,9000,515
YRJULC2L,1406.7,9000,515
YPVCGJGQJ,1209.3,8602,515
8QP0CJUJC,1048.0,8513,515
LV020QQY9,1089.3,8668,515
LC9UJ8PL8,1163.7,8562,515
UY2RJC,1296.7,9000,515
9LRCQUP0,1127.8,9000,514
88VL9PRJJ,1253.5,8620,514
2CQVYJ00Y,1077.3,8500,514
PY92Q2CQ0,1339.7,8772,514
2V2VJPL8,1095.9,8644,514
L9VGGPUJ,1134.9,8574,514
J8UYJ0JG,1201.7,8654,514
2JV90V9CV,1251.5,8530,514
QJJ9J0PQP,1300.6,8501,514
UJRR29L9U,1239.4,8589,514
QVVPG2U,1183.6,8362,514
JGCCCJ9,1459.4,9000,514
8LC2QPLJJ,1190.7,9000,514
YV98992V,1329.0,8827,514
888UGU8R,1092.6,9000,513
QQ28Y8VU,1173.0,8737,513
CC92P2Y8Y,1276.3,8674,513
GP8L2Q09V,1099.0,8568,513
9QP08VQUP,1176.3,8501,513
U9JPY288Q,1157.9,8592,513
YQ2VGGP2,1277.9,8745,513
P99PQYJ8,1247.8,9000,513
8VQJCUJ9Q,1215.3,9000,513
Q8YVJPV,1228.6,8649,513
82PG9QLJ,1493.9,8585,513
20VYYRC9G,1261.5,9000,513
9R82CLLUG,1124.0,8767,513
9V0GC29P,1311.4,8718,513
YY892UR2,1161.6,9000,512
CG8YPRC,1118.7,8500,512
2RLQG099C,1108.8,8503,512
2PJ2V208C,1228.1,8703,512
2L0GC8CRL,1122.5,8599,512
GPCULRJ9,1308.8,9000,512
20J9GV2YL,1237.3,9000,512
9LYPGL22,1139.0,8589,512
R0JL8Y8C,1233.4,9000,512
JQ0RV898L,1243.7,8584,512
GCR2V9YCJ,1049.6,8500,512
2JQL8CUJ,1176.4,8500,512
P988C9RV0,1241.0,9000,512
8YPJYRJRL,1153.7,8586,512
YLURV9G9,1240.0,9000,512
909J0YGG,1066.8,8532,511
8R0JVPVQ,1321.6,8842,511
PR8JJVYG,1243.9,8627,511
C0PRY0PVC,1237.2,8557,511
LURY9L2Y,1221.0,8528,511
VPQVQP,1217.1,8614,511
2P8YCUY9P,1278.1,8536,511
LLLP9UVL,1110.2,8762,511
2RVLJR8QC,1126.3,8580,511
8UV0C2UPU,1229.8,8650,511
CLJUVP9R,1217.6,9000,511
JLGRCU0R,1135.2,8533,511
VJY9GCLJ,1180.7,8553,511
2QRG22RV9,1248.3,8638,511
222JCQJP2,1237.6,8556,511
9JJQ22R,1138.9,8500,511
YQ0J2YJG,1232.8,9000,511
RQRCP9YRQ,1166.9,8718,510
GJYLVUG,1191.7,8592,510
8PLPR2L0,1172.6,8580,510
9CRY2R98C,1261.1,8332,510
UG0LR2GL,1138.0,8585,510
J92PCCJJU,1156.0,8199,510
9YPV0CPLY,1226.8,8524,510
PGGPL0U0G,1245.2,9000,510
GYYPQC98R,1222.3,9000,510
92G9Q2YQ,1173.8,9000,510
22YCGGQP2,1267.7,9000,510
2CJCRUG90,1173.7,8500,510
9Y0PVU0UP,1239.5,8705,509
QJ82QJJ8,1249.7,8647,509
2QUUVYLJ,1135.0,9000,509
P9LU9UPCG,1187.3,8534,509
2RJG922GJ,1601.0,9000,509
280L9VUP8,1115.9,8533,509
YQRCJQU2,1139.4,9000,509
GVYYJP0J9,1108.4,8533,509
229QRPV9,1094.3,8580,509
PL9P9Q9,1216.1,8737,509
9Y9CYLJ0P,1209.8,9000,509
2J8PL99YJ,1193.2,8561,509
2G9J0VLG,1315.4,9000,509
90PJVQ0RU,1232.3,8656,509
9Q0CUV8YY,1209.3,8826,509
YVVJJYLVG,1108.7,8530,509
8V0QRGCUY,1173.7,8555,508
99RG0C2JC,1386.9,9000,508
9P80G9Y2C,1257.4,8692,508
28RRC2RJJ,1262.4,9000,508
LV2YLU92,1028.4,8529,508
292L0C8C,1127.3,8594,508
2GUVQU9L0,1153.7,8500,508
YP0JYUUPC,1226.9,8623,508
GVCL0LP2,1345.8,9000,508
9QU09V8C0,1290.6,9000,507
99LC9LR2G,1171.9,9000,507
2YPPYLGPJ,1193.6,8733,507
2V2GLGG2,1196.7,8592,507
9LQVPG2R,1154.0,8533,507
290J2UU28,1272.4,8676,507
2RVCQGP9,1071.7,8184,507
8PPYUVCR,1136.8,9000,507
P8CPUYGQQ,1094.1,9000,507
PYY9RCPPU,1253.0,8337,507
8002QP28C,1338.8,9000,507
98J9P8YJP,1334.6,8679,507
20GY8JPPU,1085.3,8563,507
2YYVR2VVV,1339.6,8855,506
YLCRL9L9,1064.7,8763,506
80998UQUY,1336.6,8576,506
28YYYY828,983.7,9000,506
8PJLJGUU,1177.3,8563,506
88Y89LYJ,1182.0,8414,506
2Y2PCP8U,1102.1,8141,506
9YUR9QUR,1236.4,8500,506
89RCVQQGG,1171.4,8588,506
2PRU9L8L,1257.2,9000,506
99Q90LV0J,1147.4,8596,506
GU2GJ2UP,1204.9,8562,506
PYPQ9J0Q,1204.5,8726,506
RGQV0L0Q,1119.8,8500,506
2PJ8YCCYP,1191.6,8553,506
UCCGUYV8,1205.1,8565,506
90V8L8VYY,1145.5,8531,506
Q00RCCUGL,1273.3,8121,506
CQ20JJ98,1405.7,9000,506
C8G2VQR,1156.2,8553,506
YYVUJCRG,1162.4,9000,506
UJQ202U,1063.9,8500,506
Y29JGQ2,1160.1,8801,505
8LQ808LUY,1167.5,8532,505
9YRJGC8UC,1251.1,8755,505
92RL2Q22,1159.3,9000,505
82CC08J80,1197.0,8235,505
C9G0VYR,1285.4,9000,505
8PPY0P8U,1257.2,8847,505
L2GUU9JRV,1299.2,8605,505
JPC2RLQG,1157.2,8555,505
L29CL9CYL,1085.3,8501,505
PY90GU9C,1305.1,8765,505
Q2L0JQR,1450.9,9000,505
PC2289L,1236.9,8704,505
2LYRLQQY,1280.1,9000,505
98JYG9C,1203.0,8562,505
PG0LYJG9Q,1209.4,8706,504
PV2PPL99,1110.2,8617,504
G0PLRUUL,1144.7,8646,504
P2YQQQQGR,1252.4,8716,504
20YP8VQC2,1402.1,9000,504
PLRUQP0,1151.3,9000,504
28JL0R0G,1261.4,8719,504
980RGLGLR,1281.3,9000,504
GVQLJYYU,1251.3,9000,504
2UUGY2PG,1333.3,8807,504
8CJUJV9PU,1213.9,8635,504
2QQ00CV0V,1170.9,8792,504
CJV0VG8V,1401.7,9000,504
G22PJVY,1282.2,9000,504
99CRP90R8,1227.6,8134,504
9VCR9R0Y,1160.5,8500,504
9JQGV2GUR,1163.4,8530,504
Y8CCC0V0V,1097.8,8534,504
2QCLYRUUY,1059.7,8591,504
2U2JRGL8U,1253.1,8664,504
88Q9C8L0G,1074.5,8530,504
28R80QQVG,1299.1,8688,504
GU9YVJ9C8,1254.6,8838,503
90CGVJQ0,1204.5,8592,503
Y8RP9J2G,1134.4,9000,503
GQQVJJJ28,1188.1,8549,503
82UQ9CRJR,1257.7,8589,503
82VRPLY8V,1117.0,8533,503
J08Q9PCG,1073.0,8502,503
LVQQ9LC,1258.5,8680,503
8G2U98LP2,1174.6,8228,503
LCV9PUUJ,1077.9,8500,503
9JJPJQJY,1165.2,8596,503
82YQGY8U2,1210.3,9000,503
V80GJC9L9,1202.1,8500,503
RCVPPG8P2,1391.5,8500,503
9UV20PV88,1273.2,8154,502
2YC9ULJQJ,1150.2,8110,502
QQUJCUUC,1328.6,9000,502
Q8LRQLJL,1124.9,8536,502
2JRCGY2QR,1244.9,8561,502
R0R00YG8P,1235.6,8638,502
YGCPCL8U,1295.6,8780,502
20RP2RJ8G,1392.6,9000,502
2QRCYL2L,1140.2,8202,502
8VLVQLQJC,1320.4,9000,502
YPYQQ2Q9U,1378.1,9000,502
LY0CGRJ8,1211.5,8767,502
80V9VRPV,1276.5,8620,502
2YVG8298R,1110.6,8785,502
889LQL8VC,1232.1,8619,502
2G2PPC8Q,1126.2,8792,502
8QG0C8YJJ,1250.8,9000,502
9YJCJLGL2,1245.4,8560,502
8U2CGC,1285.6,8830,501
LGC8R0LGL,1303.5,9000,501
88G8R28J,1203.7,8535,501
8P9PPLPPY,1414.4,9000,501
2YPQP9QV8,1180.1,8533,501
929P9LCR9,1238.3,9000,501
YPRUCL8VR,1067.0,8500,501
9J9UQJP2C,1282.0,8652,501
80VGY0RVQ,1319.8,8769,501
82CRRC2,1082.6,8500,501
VGCV8GLJV,1148.8,8532,501
2GCYJPUYY,1027.2,8500,501
PQQQ02QC8,1348.6,8863,501
20UVVJVV2,1154.8,9000,501
8U0GQQVUG,1299.6,8939,501
PY80QVG9L,1139.7,8590,501
J9PJJCJJU,1343.1,8808,501
8ULURJRQ0,1243.4,8594,501
VP9QU8L8,1272.2,8613,501
G0UYCUGLP,1330.9,9000,500
CQYQ22GU,1199.9,8520,500
C28Y0JJ8,1182.3,8507,500
2G9GCCQYL,1159.1,8674,500
VPVV02V2,1049.5,8527,500
8G0CUVVC,1198.6,8767,500
8L8RVLUQQ,1195.5,8589,500
8CQVUVPPC,1147.4,8500,500
QJVR2PP0Y,1238.7,8640,500
LY09YQCYU,1165.0,8500,500
929Q0RLP,1206.6,8500,500
20YQL988,1439.2,9000,500
PQYQRLG2,1303.5,8783,500
2VPYCL2R,1199.3,8526,500
PG98L0U00,1162.9,9000,500
2CGVGGLG0,1234.4,8673,500
2GRQ9VV8R,1316.6,8727,499
Y2Y98GGCJ,1294.7,8747,499
PYGGUUG9,1228.4,8658,499
GYCJRP8R,1247.5,8331,499
892G8VJ9,1181.2,8704,499
9C2VRL2Q,1166.7,9000,499
2Q88JQLC,1344.3,9000,499
92P2LRUL,1113.2,8530,499
CCJR88GU,1168.2,8544,499
8U02VRVQ,1190.2,8324,499
QULL8U9QY,1104.6,8500,499
2UVQ2V8J,1160.7,8139,499
YUCPCGLVR,1234.3,8618,499
P08Q8UVUR,1201.1,8500,499
Y0R8JUCQU,1142.5,8500,499
YVVRRGV8P,1277.7,8785,499
PCULPPVLR,1127.1,9000,499
PQGL20VQJ,1184.6,9000,498
Q8UUQUUL,1066.1,8567,498
PPCJP90PL,1162.7,8745,498
20Q98QVRU,1214.5,8649,498
2GGY0YR8V,1240.9,9000,498
8JUUVR0C,1149.2,8614,498
L0YL8PUG9,1338.8,9000,498
CVC20PRC,1030.4,8685,498
YJ092YUVQ,1150.4,8828,498
9G0YGRJ8Q,1157.3,8506,498
2UGRG9VRR,1284.2,8677,498
U2U9QQQP2,1289.0,9000,498
YPQJC8LQ,1083.3,8322,498
2PLVGJ82,1303.1,9000,498
Q8Y9YYG98,1260.6,8721,498
GGPV9PG,1419.7,8824,498
8G98G82P,1083.8,8501,498
8CJYY9VLL,1185.3,8562,498
RJJLRUYL2,1245.7,8680,497
L8YQUYJ,1212.1,8588,497
CC8YVVGQJ,1252.1,9000,497
2V0C20QCP,1269.6,9000,497
2RUGCJJ0C,1260.3,9000,497
2JGQU8J29,1249.5,9000,497
8CR8R9R8,1245.2,8743,497
8G0YRY80R,1092.8,8032,497
L8PLRYGQ,1186.1,9000,497
VL0PRYYVP,1217.5,8613,497
8CPRJ028,1083.4,8500,497
88CY2UUU,1218.1,8586,497
PJPYQY9YG,1097.5,8500,497
8VRQY8QP,1185.2,8536,497
LPLC02JJ8,1350.7,9000,497
9Q2JLLQG,1280.6,8791,497
P0UUVV0Q2,1220.2,8736,497
888Y29R2U,1261.4,8815,497
99P08RCJG,1090.2,9000,497
LYLPY29LP,1148.2,8500,497
LQLUYQLV,1208.2,9000,497
PVJYUR9L,1034.1,8320,497
P8VRYY2Q8,1063.7,8503,497
G8GGV92,1150.7,8612,496
P8CQL2JQR,1122.8,8500,496
CYJLJYP,1300.7,9000,496
PL8VYGU,1184.6,8793,496
9CQJ8QYQ,1277.7,8734,496
8L2UPYGGQ,1178.1,8538,496
2Y2UPPGUU,1218.2,8714,496
U0UVQCYL,1123.6,8532,496
2PJYR8CY,1223.7,8558,496
29JQ80GVJ,1263.5,8677,496
YV8LQUV,1150.6,8935,496
2RCVVV2J2,1176.9,9000,496
L9L2YVPCP,1209.6,8647,496
8GUQP0UJU,1049.8,8500,496
LRJC2GPU2,1278.5,9000,496
8QQ0YULQY,1232.8,8675,496
PCLV0CUJ0,1256.5,8694,496
8CPLJ0PG,1141.5,8328,496
PLYC8PVY0,1188.7,8654,496
PV9C92U2G,1225.1,9000,496
U8YP0LG2,1209.9,9000,495
URGJ9Y8JQ,1131.7,8503,495
CQVLGVGR,1306.3,8597,495
22RUJL9CY,1322.6,8828,495
8VPR80Y,1146.3,8232,495
2J8LYVJ20,1196.7,8566,495
2JCGP98G9,1268.4,9000,495
R8GRQC2Y,1410.7,9000,495
PYRQCYJYV,1188.5,8551,495
29V8CQ20,1202.2,9000,495
