battle_time,game_mode,team_tag,team_name,team_cards,team_crowns,team_trophies,team_avg_level,opponent_tag,opponent_name,opponent_cards,opponent_crowns,opponent_trophies,opponent_avg_level,result,collected_at,team_evolved_cards,team_hero_cards,opponent_evolved_cards,opponent_hero_cards,team_tower_troop,opponent_tower_troop,team_elixir_leaked,opponent_elixir_leaked,team_ambiguous_cards,opponent_ambiguous_cards
20260805T235242.000Z,PvP,VC22YVR0P,,Mega Knight;Skeleton Barrel;Skeleton Army;Firecracker;Goblin Barrel;Dart Goblin;Goblin Curse;Rage,1,12865,16.0,20PPLG8QJ8,UwUinfernal_cat,Bat;Magic Archer;Wall Breakers;Royal Delivery;Berserker;Miner;Bomb Tower;Fire Spirit,2,12865,15.38,Loss,2026-08-10T22:40:01.413980+00:00,Mega Knight;Skeleton Army,,Bat;Wall Breakers,Magic Archer,Dagger Duchess,Tower Princess,4.6,0.89,,
20260809T190756.000Z,trail,9UJYUGPV8,,Knight;Giant Snowball;Skeleton Army;Goblin Demolisher;Tesla;Mortar;Berserker;Goblin Barrel,0,2010,11.0,2LJ89U00U,MontyD_Lemon,Mega Knight;Firecracker;Flying Machine;Night Witch;Dart Goblin;Ram Rider;Ice Spirit;Inferno Tower,1,2008,11.0,Loss,2026-08-10T22:40:43.151699+00:00,,,,,Tower Princess,Tower Princess,6.56,6.75,,
20260808T062558.000Z,friendly,902J99JL,,Mirror;Suspicious Bush;Goblin Giant;Baby Dragon;Royal Ghost;Bomber;Heal Spirit;The Log,2,13055,11.0,8209GQQ02,MICOLEPICOLE,Mirror;Suspicious Bush;Goblin Giant;Baby Dragon;Royal Ghost;Bomber;Heal Spirit;The Log,0,12259,11.0,Win,2026-08-10T22:41:38.172786+00:00,,,,,,,1.0,1.41,,
20260807T182155.000Z,PvP,U222C8JL,,Mega Knight;Firecracker;Royal Hogs;Royal Delivery;Cannon Cart;Guard;Fireball;Giant Snowball,2,13066,15.38,CU0RQPLP0,Godsniper85,Witch;Berserker;Magic Archer;Hog Rider;Balloon;Knight;Valkyrie;Skeleton,1,13093,16.0,Win,2026-08-10T22:42:19.675865+00:00,Mega Knight;Royal Hogs,,Witch,Berserker;Magic Archer,Tower Princess,Tower Princess,5.12,1.1,,
20260805T214337.000Z,PvP,CUP29Y2VU,,Electro Dragon;Musketeer;Firecracker;Rage;Elixir Golem;Valkyrie;Mini P.E.K.K.A;Dart Goblin,2,12750,16.0,9UVJ0GPLU,yo,P.E.K.K.A;Mini P.E.K.K.A;Magic Archer;Mega Minion;Tornado;Goblin Barrel;Elite Barbarian;Skeleton,1,12766,15.75,Win,2026-08-10T22:43:06.895526+00:00,Electro Dragon;Firecracker,,P.E.K.K.A,Mini P.E.K.K.A;Magic Archer,Tower Princess,Tower Princess,2.17,2.99,Musketeer,
20260807T134125.000Z,PvP,PJGJC8G2J,,Mega Knight;Musketeer;Dart Goblin;Minion;Electro Wizard;Tesla;Ram Rider;Firecracker,1,12341,16.0,PGGVG0GJ,Uçan Fare,Elite Barbarian;Berserker;Boss Bandit;Zap;Skeleton;Executioner;Arrows;Hog Rider,3,12329,15.0,Loss,2026-08-10T22:44:17.333112+00:00,Mega Knight;Dart Goblin,,,Berserker,Tower Princess,Tower Princess,13.48,2.49,Musketeer,
20260809T143544.000Z,PvP,2UV2L28Y9,,Valkyrie;Dark Prince;Skeleton Army;Dart Goblin;Cannon;Goblin Barrel;Electro Wizard;Arrows,1,12559,16.0,VRL0RCPR9,Maku,Royal Giant;Boss Bandit;Princess;Dart Goblin;Barbarian;Electro Spirit;Battle Ram;Goblin Barrel,0,12559,15.88,Win,2026-08-10T22:44:44.407393+00:00,Skeleton Army,Dark Prince,Royal Giant,,Tower Princess,Tower Princess,9.41,0.0,Valkyrie,
20260810T071750.000Z,PvP,20C9YV2QU0,,Valkyrie;Bowler;Magic Archer;Hog Rider;Dart Goblin;Guard;The Log;Cannon,0,13562,15.62,VRLGYUJGY,Duke,Knight;Monk;Archer;Three Musketeers;Heal Spirit;Rage;Elite Barbarian;Elixir Collector,3,13563,15.62,Loss,2026-08-10T22:45:22.102236+00:00,,Bowler;Magic Archer,Archer,,Tower Princess,Tower Princess,0.08,0.05,Valkyrie,Knight
20260810T055542.000Z,PvP,2RCLLV20,,P.E.K.K.A;Valkyrie;Executioner;Zap;Electro Wizard;Goblin Barrel;The Log;Knight,2,13324,16.0,RCG9JL9UL,Akuma,Firecracker;Cannon;Valkyrie;The Log;Skeleton;Ice Spirit;Earthquake;Hog Rider,1,13351,15.0,Win,2026-08-10T22:46:19.831611+00:00,P.E.K.K.A;Executioner,,Firecracker,,Tower Princess,Tower Princess,3.98,0.82,Valkyrie,Valkyrie
20260810T214709.000Z,PvP,J8JJRUUQR,,Witch;Berserker;Elite Barbarian;Tombstone;Zap;Poison;Goblin Gang;Spirit Empress,1,12851,15.75,22988PGUPQ,Ford1945,Royal Ghost;Goblins;Skeleton Barrel;Wall Breakers;Vines;Dart Goblin;Rascals;Bomb Tower,0,12851,15.25,Win,2026-08-10T22:47:00.241066+00:00,Witch,Berserker,Royal Ghost;Skeleton Barrel,Goblins,Cannoneer,Tower Princess,0.02,0.0,,
20260808T142931.000Z,trail,2P2RQJ0L2,,Barbarian Hut;Rune Giant;Flying Machine;Fireball;Three Musketeers;Electro Spirit;Goblin Hut;Heal Spirit,3,1740,11.0,J9UUL282,라꿀리꿀라,Mother Witch;Rocket;Dark Prince;Ice Wizard;Skeleton Barrel;Ice Spirit;Wizard;Zappies,0,1740,11.0,Win,2026-08-10T22:47:42.676516+00:00,,,,,Tower Princess,Tower Princess,5.04,23.51,,
20260808T143456.000Z,trail,JJV8QCJ29,,Furnace;Golem;Musketeer;Goblin Drill;Goblin Giant;Skeleton Barrel;Hunter;Zappies,3,1680,11.0,289RY929R,steben,Tesla;Knight;Elite Barbarian;Firecracker;Three Musketeers;Lava Hound;Rage;Royal Giant,0,1680,11.0,Win,2026-08-10T22:48:14.041786+00:00,,,,,Tower Princess,Tower Princess,3.7,7.53,,
20260807T141409.000Z,trail,8LCCY9VQL,,Night Witch;Mother Witch;Ram Rider;Ice Spirit;Giant Snowball;Mortar;Goblin Hut;Princess,0,11,11.0,L8YG0L2R,JG1,Mega Knight;Goblin Demolisher;Skeleton Barrel;Zappies;Royal Hogs;X-Bow;Goblin Giant;Tesla,1,11,11.0,Loss,2026-08-10T22:49:23.200780+00:00,,,,,Tower Princess,Tower Princess,5.56,4.93,,
20260810T112204.000Z,PvP,22LCC2P0V,,Baby Dragon;Berserker;Firecracker;Ronin;The Log;Hog Rider;Tombstone;Skeleton,0,11887,14.62,PJJPJ0LC,M_Tuinkabouter,Ice Spirit;Knight;Firecracker;Hog Rider;Skeleton;Rocket;Tesla;Giant Snowball,1,11884,15.12,Loss,2026-08-10T22:49:48.906620+00:00,Baby Dragon;Firecracker,Berserker,Ice Spirit;Firecracker,,Tower Princess,Tower Princess,4.52,1.85,,Knight
20260810T075222.000Z,trail,82JQ8JRY,,Goblin Hut;Skeleton Barrel;Rascals;Royal Hogs;Ice Wizard;Ice Spirit;Princess;Skeleton Army,2,1290,11.0,QV0VG9UQ2,elpanapro,Golem;Electro Wizard;Mortar;Goblin Drill;Hunter;Electro Spirit;Zappies;Lava Hound,0,1291,11.0,Win,2026-08-10T22:50:23.207242+00:00,,,,,Tower Princess,Tower Princess,3.56,7.56,,
20260810T153419.000Z,clanMate2v2,20QYYU2C9Q,,Executioner;Wizard;Valkyrie;Musketeer;Arrows;Tesla;Prince;Goblin Barrel,1,,11.0,92G2RJR0G,>>ERICK<<,Royal Giant;Wizard;Electro Dragon;Tesla;Earthquake;Ronin;Arrows;Zap,0,,11.0,Win,2026-08-10T22:51:04.179601+00:00,Executioner,,Royal Giant;Electro Dragon,,Tower Princess,Tower Princess,6.15,3.01,Wizard;Valkyrie,Wizard
20260810T173100.000Z,PvP,9UGGUCQ2G,,Royal Giant;Knight;Witch;Hog Rider;Wizard;P.E.K.K.A;Mini P.E.K.K.A;Arrows,0,12945,16.0,92P9VG9Y,moose,Valkyrie;Wizard;Mega Knight;Witch;Inferno Tower;Zap;Berserker;Elite Barbarian,1,12969,15.88,Loss,2026-08-10T22:51:36.930556+00:00,Royal Giant;Witch,,Mega Knight,,Tower Princess,Dagger Duchess,0.0,1.17,Knight,Valkyrie;Wizard
20260807T153019.000Z,pathOfLegend,VQ0CJGQPR,,Valkyrie;Knight;Giant Snowball;Bowler;Minion;Hog Rider;P.E.K.K.A;Ice Wizard,0,,15.88,URUJGJJJ2,⭐A⚡M⚡V⚡G⭐,Mega Knight;Knight;Witch;Firecracker;Goblin Barrel;Dart Goblin;Cannon;Arrows,1,,16.0,Loss,2026-08-10T22:52:20.205730+00:00,Giant Snowball,,Mega Knight;Witch,,Tower Princess,Tower Princess,1.39,2.64,Valkyrie;Knight,Knight
20260809T172148.000Z,PvP,PGVJ0GPYQ,,Mega Knight;Wizard;Valkyrie;Firecracker;Baby Dragon;Ram Rider;Goblin Barrel;Princess,3,12815,15.75,20GURJQ9YP,RavEn★,Goblin Giant;Dark Prince;Zap;Rage;Sparky;Electro Wizard;Heal Spirit;Elite Barbarian,2,12815,15.25,Win,2026-08-10T22:53:09.332719+00:00,Mega Knight,,Goblin Giant;Zap,Dark Prince,Cannoneer,Tower Princess,0.0,3.69,Wizard;Valkyrie,
20260810T185743.000Z,PvP,UCRQYPJLY,,Goblin Cage;Knight;Golden Knight;Valkyrie;Firecracker;Wizard;Hog Rider;Fireball,2,12502,16.0,20PPLJQVPQ,nyx,Knight;Monk;Archer;Rage;Heal Spirit;Elite Barbarian;Three Musketeers;Elixir Collector,1,12527,15.12,Win,2026-08-10T22:54:20.059237+00:00,Goblin Cage,,Archer,,Tower Princess,Tower Princess,3.41,3.98,Knight,Knight
20260809T085342.000Z,PvP,V0Y2UQP2U,,Executioner;Mini P.E.K.K.A;Mighty Miner;The Log;Goblin Barrel;Hog Rider;Bat;Princess,1,9747,14.12,VC2VQ8P0Q,LighT_VibeS~,P.E.K.K.A;Golden Knight;Electro Wizard;Rascals;X-Bow;Mega Knight;Ram Rider;Mini P.E.K.K.A,2,9747,14.0,Loss,2026-08-10T22:54:44.919787+00:00,Executioner,Mini P.E.K.K.A,,,Tower Princess,Tower Princess,9.41,4.41,,
20260809T063009.000Z,friendly,U28Q0UJU9,,Firecracker;Knight;P.E.K.K.A;Wall Breakers;Arrows;Skeleton;Electro Wizard;The Log,0,13017,11.0,20CJGRC90,D.Angel,Bat;Bomber;Knight;Goblin Barrel;Hog Rider;Electro Wizard;Goblin Gang;Dart Goblin,1,12440,11.0,Loss,2026-08-10T22:55:09.391870+00:00,Firecracker;P.E.K.K.A,,Bat,,Royal Chef,Tower Princess,0.0,1.36,Knight,Knight
20260810T034220.000Z,trail,UGPVLJG0Q,,Vines;Executioner;Musketeer;Ice Wizard;Hunter;Mortar;Royal Giant;Royal Delivery,1,14,11.0,VGLJUVUUL,osito peru 100m,Furnace;Electro Wizard;Dart Goblin;Witch;Bandit;Inferno Tower;Rocket;Princess,0,13,11.0,Win,2026-08-10T22:56:01.668118+00:00,,,,,Tower Princess,Tower Princess,17.56,15.56,,
20260808T074403.000Z,PvP,G0LUGL2C2,,Mega Knight;Mini P.E.K.K.A;Witch;Tesla;Fireball;Hog Rider;Goblin Barrel;Firecracker,1,12324,16.0,VRYVCG2UJ,ClumsyOptimus,Royal Hogs;Archer Queen;Cannon;The Log;Earthquake;Ice Spirit;Royal Delivery;Skeleton,0,12324,15.0,Win,2026-08-10T22:56:32.417123+00:00,Mega Knight;Witch,Mini P.E.K.K.A,Royal Hogs;Cannon,,Tower Princess,Tower Princess,1.39,0.0,,
20260810T132052.000Z,PvP,9CV8GY9PG,,Witch;Giant;Baby Dragon;Electro Wizard;Goblin Gang;Knight;Minion;Fireball,3,12793,15.5,U0RG2V8C,Rodovalho,Lumberjack;Wizard;Boss Bandit;Ronin;Fire Spirit;Arrows;Inferno Tower;Bandit,0,12758,16.0,Win,2026-08-10T22:57:20.100372+00:00,Witch;Baby Dragon,Giant,Lumberjack,,Tower Princess,Tower Princess,0.0,1.09,,Wizard
20260810T224628.000Z,PvP,VC2U2PCGG,,Valkyrie;Wizard;Monk;Rage;Hog Rider;Elite Barbarian;Firecracker;Dark Prince,0,12601,15.5,PC0Y82GLY,Doka321,Royal Ghost;Goblin Cage;Hunter;Wall Breakers;Firecracker;The Log;Fireball;Hog Rider,1,12601,15.25,Loss,2026-08-10T22:57:53.969515+00:00,,,Royal Ghost;Hunter,,Tower Princess,Tower Princess,0.01,3.41,Valkyrie;Wizard,
20260809T154225.000Z,trail,8JPRR2PC,,Inferno Tower;Skeleton Army;Goblin Drill;Rune Giant;Ronin;Suspicious Bush;Princess;Goblin Demolisher,1,11,11.0,J929YGVC8,TBT NICO,Rascals;Royal Delivery;Wizard;Tombstone;Three Musketeers;Hunter;Graveyard;Ice Wizard,2,11,11.0,Loss,2026-08-10T22:59:04.904618+00:00,,,,,Tower Princess,Tower Princess,0.61,5.47,,
20260809T061500.000Z,PvP,2QP80PR00,,Executioner;Valkyrie;Skeleton Army;Rune Giant;Hog Rider;Vines;Fire Spirit;Spirit Empress,1,12837,15.88,URC208QP0,B A T E R O ✓,Witch;Mini P.E.K.K.A;Knight;Goblin Barrel;Musketeer;Sparky;The Log;Hog Rider,0,12821,15.75,Win,2026-08-10T22:59:30.455643+00:00,Executioner;Skeleton Army,,Witch,Mini P.E.K.K.A,Royal Chef,Tower Princess,0.14,3.07,,Knight
20260808T233027.000Z,PvP,8UQQQYC8,,Witch;Giant;Little Prince;Hog Rider;Bat;Rage;Executioner;Miner,0,13140,15.25,YV9PY20LC,tagliaferri,Firecracker;Mini P.E.K.K.A;Witch;Inferno Dragon;Electro Giant;Hog Rider;Bat;The Log,1,13107,15.25,Loss,2026-08-10T23:00:05.506310+00:00,Witch,Giant,Firecracker;Witch,Mini P.E.K.K.A,Tower Princess,Tower Princess,1.98,2.41,,
20260809T115007.000Z,PvP,9RJLR9QC,,P.E.K.K.A;Goblins;Freeze;Archer;Hog Rider;Dark Prince;Zap;Electro Wizard,2,12908,15.38,G9L2U89UG,ortatom355,Skeleton Barrel;Boss Bandit;Dart Goblin;The Log;Suspicious Bush;Spear Goblin;Ice Spirit;Fire Spirit,1,12889,16.0,Win,2026-08-10T23:00:43.172939+00:00,P.E.K.K.A,Goblins,Skeleton Barrel;Dart Goblin,,Tower Princess,Tower Princess,2.18,14.18,,
20260808T142443.000Z,PvP,UQR8PQYRG,,Barbarian;Giant;Wizard;Mini P.E.K.K.A;Fireball;Minion;Ram Rider;Executioner,1,12830,15.62,8Y28JQCR9,Remo,Mega Knight;Knight;Witch;Balloon;Lumberjack;Firecracker;The Log;Skeleton Army,2,12819,16.0,Loss,2026-08-10T23:01:27.955496+00:00,Barbarian,Giant,Mega Knight;Witch,,Tower Princess,Tower Princess,0.82,0.78,Wizard,Knight
20260810T115354.000Z,PvP,CPYV2QQ,,Mega Knight;Musketeer;Lumberjack;Cannon;Fireball;Cannon Cart;Giant Skeleton;Barbarian Barrel,0,11830,14.5,2RJLVR0U9,João Pedro,Valkyrie;Wizard;Witch;Baby Dragon;Fireball;Skeleton Army;Electro Wizard;Dark Prince,2,11857,15.5,Loss,2026-08-10T23:02:41.777905+00:00,,,Witch,,Tower Princess,Tower Princess,0.75,3.7,Musketeer,Valkyrie;Wizard
20260806T211258.000Z,trail,C2UQVQQLR,,Ronin;Lava Hound;P.E.K.K.A;Zap;Vines;Firecracker;Ice Spirit;Mortar,0,14,11.0,YP9YCPU8C,U A ШаШлЫК U A,Musketeer;Witch;Royal Giant;Goblin Giant;Goblin Drill;Arrows;Bandit;Tesla,1,13,11.0,Loss,2026-08-10T23:03:01.838040+00:00,,,,,Tower Princess,Tower Princess,16.56,9.47,,
20260810T034632.000Z,trail,2C2QQ8YRJ,,Valkyrie;Zap;Musketeer;Freeze;Spear Goblin;Balloon;Tombstone;Fireball,0,,11.0,JCPV88URR,Luci__,Ice Spirit;Knight;Berserker;Graveyard;Barbarian Barrel;Furnace;Goblin Hut;Poison,1,,11.0,Loss,2026-08-10T23:03:42.632346+00:00,,,Ice Spirit,Berserker,Tower Princess,Tower Princess,0.53,0.0,Valkyrie;Musketeer,Knight
20260807T170718.000Z,PvP,VUYGQ2QQP,,Firecracker;Knight;Royal Hogs;Goblin Barrel;Skeleton Barrel;Dart Goblin;Fireball;Bat,1,12680,15.5,C0V9QR8V,{SNAKE_EYES},Mega Knight;Berserker;Witch;Arrows;Clone;Night Witch;Bomber;Mini P.E.K.K.A,2,12713,15.38,Loss,2026-08-10T23:04:17.843739+00:00,Firecracker;Royal Hogs,,Mega Knight;Witch,Berserker,Tower Princess,Tower Princess,0.28,0.0,Knight,
20260810T192407.000Z,trail,2QRQ8PU8J,,Firecracker;Knight;Witch;Royal Hogs;Skeleton Army;Arrows;Skeleton Barrel;Goblin Cage,0,,11.0,9CQGPPY0,mehdi.1313,Goblin Barrel;Arrows;Barbarian;Giant Skeleton;Clone;Skeleton Army;Hog Rider;Sparky,1,,11.0,Loss,2026-08-10T23:05:02.146881+00:00,Firecracker;Witch,,Goblin Barrel;Barbarian,,Tower Princess,Tower Princess,1.32,0.0,Knight,
20260808T193608.000Z,PvP,8GGL00UJ,,Executioner;Wizard;Elite Barbarian;Valkyrie;Giant Skeleton;Clone;Prince;Witch,3,13011,16.0,VRUPQ8JGJ,endi,Mega Knight;Witch;Firecracker;Night Witch;Poison;Goblin Machine;Battle Healer;Elixir Golem,0,13026,15.25,Win,2026-08-10T23:05:35.897384+00:00,Executioner,,Mega Knight;Firecracker,,Tower Princess,Royal Chef,3.92,1.24,Wizard,
20260805T214417.000Z,PvP,V2Q2GVG0Y,,Cannon;Barbarian Barrel;Firecracker;Hog Rider;Ice Spirit;Valkyrie;Skeleton;Fireball,0,12000,15.25,VRL9YYRCY,bigspin,Mega Knight;Royal Recruits;Firecracker;Inferno Tower;Rocket;Lightning;Electro Giant;Rascals,1,12000,15.62,Loss,2026-08-10T23:06:55.206082+00:00,Cannon;Firecracker,Barbarian Barrel,Mega Knight;Firecracker,,Tower Princess,Tower Princess,34.24,10.24,,
20260728T022655.000Z,PvP,2UYUL0CRL,,Wizard;Bowler;Witch;Zap;Fireball;Rage;P.E.K.K.A;Minion,3,12726,15.88,C0P0Q0QYC,Jean,Firecracker;Golden Knight;Musketeer;Inferno Tower;Freeze;Balloon;Hog Rider;Arrows,1,12733,15.75,Win,2026-08-10T23:07:27.538907+00:00,Witch,Bowler,Firecracker,,Tower Princess,Tower Princess,0.71,1.99,Wizard,Musketeer
20260801T214217.000Z,PvP,YC89RVYVL,,Valkyrie;Wizard;Barbarian;Mother Witch;Minion Horde;Lumberjack;Poison;Hog Rider,0,12731,15.62,8Q8LV2JUG,evan,Ice Spirit;Cannon;Archer Queen;Royal Hogs;The Log;Earthquake;Skeleton;Royal Delivery,3,12732,15.5,Loss,2026-08-10T23:08:03.029927+00:00,Barbarian,,Ice Spirit,,Tower Princess,Tower Princess,20.23,0.53,Valkyrie;Wizard,
20260808T200125.000Z,PvP,P2Y8LY8U,,Archer;Knight;Tesla;Electro Spirit;X-Bow;The Log;Skeleton;Rocket,1,12717,16.0,UY0P29LPL,Larry Campos,Hunter;Golden Knight;Witch;Mini P.E.K.K.A;Knight;Clone;Prince;Zap,0,12678,15.12,Win,2026-08-10T23:08:56.243149+00:00,Archer;Tesla,,Hunter;Witch,,Tower Princess,Tower Princess,17.67,19.18,Knight,
20260728T192128.000Z,PvP,29YCLPYU2,,Lumberjack;Wizard;Goblin Cage;Balloon;Witch;Tornado;Clone;Valkyrie,2,12704,15.75,RPVULJPV2,Franklin Saint,Cannon;Ice Golem;Skeleton;Musketeer;Fireball;The Log;Ice Spirit;Hog Rider,1,12703,15.25,Win,2026-08-10T23:09:41.145577+00:00,Lumberjack;Goblin Cage,,Cannon;Skeleton,Ice Golem,Tower Princess,Tower Princess,4.01,0.89,Wizard,
20260810T225218.000Z,pathOfLegend,V2LV0GLQ0,,Executioner;Monk;Goblin Drill;Tesla;Poison;The Log;Tornado;Goblins,0,,15.0,UVRQGPJ80,Tq,Royal Hogs;Archer Queen;Berserker;Skeleton;Earthquake;The Log;Royal Delivery;Cannon,1,,16.0,Loss,2026-08-10T23:10:31.742459+00:00,Executioner;Goblin Drill,,Royal Hogs,Berserker,Tower Princess,Tower Princess,4.75,4.66,,
20260810T103255.000Z,riverRacePvP,U99JC8Y2C,,Royal Giant;Skeleton King;Boss Bandit;Guard;Hog Rider;Goblin Gang;Bat;Bowler,1,12532,14.88,C9GJ2JUYU,ADHEERA,Hunter;Tombstone;Royal Hogs;Dart Goblin;Balloon;Lumberjack;Arrows;Ram Rider,3,13177,14.62,Loss,2026-08-10T23:11:10.055922+00:00,Royal Giant,,Hunter;Royal Hogs,Tombstone,,,0.0,7.3,,
20260809T164735.000Z,PvP,9VQCCPRG,,Goblin Barrel;Knight;Princess;Rocket;Goblin Gang;Ice Spirit;The Log;Inferno Tower,1,12204,15.25,L8LJQCUQP,SAN,Valkyrie;Magic Archer;Bandit;Ronin;Prince;Hog Rider;Minion;Rage,2,12178,15.12,Loss,2026-08-10T23:12:16.177583+00:00,Goblin Barrel;Princess,,,Magic Archer,Tower Princess,Tower Princess,7.09,10.38,Knight,Valkyrie
20260809T063341.000Z,pathOfLegend,2VR8PYQQG,,Mega Knight;Berserker;Firecracker;Hog Rider;Electro Wizard;Ice Wizard;Dart Goblin;Flying Machine,1,,15.75,20CQ02UP,PADO,Furnace;Berserker;Royal Recruits;Firecracker;Dart Goblin;The Log;Elixir Golem;Mirror,0,,15.62,Win,2026-08-10T23:12:40.563039+00:00,Mega Knight;Firecracker,Berserker,Furnace;Royal Recruits,Berserker,Tower Princess,Tower Princess,5.38,1.99,,
20260808T055650.000Z,trail,8JG9R8C8R,,Baby Dragon;Arrows;Royal Delivery;Graveyard;Zap;Princess;Golem;Ram Rider,0,8,11.0,2008VCVYG2,unko,Dart Goblin;Rascals;The Log;Hunter;Fisherman;Berserker;Rune Giant;Elite Barbarian,2,9,11.0,Loss,2026-08-10T23:13:19.651067+00:00,,,,,Tower Princess,Tower Princess,4.08,6.56,,
20260809T141215.000Z,trail,88Q2PYYV0,,Archer;Bowler;Magic Archer;Goblins;X-Bow;Tesla;Rocket;Ice Spirit,1,,11.0,GVY8QCP8U,alucard,Firecracker;Goblinstein;Berserker;Lightning;Skeleton;Electro Spirit;Barbarian Barrel;Bomb Tower,0,,11.0,Win,2026-08-10T23:13:58.102178+00:00,Archer,Bowler;Magic Archer,Firecracker,Berserker,Tower Princess,Tower Princess,11.8,5.78,,
20260809T155338.000Z,PvP,89QPP2JVC,,Elite Barbarian;Berserker;Valkyrie;Mirror;Clone;Bat;Skeleton;The Log,3,12799,14.5,JC998P88,elvis,Firecracker;Knight;Goblin Barrel;Minion;Hog Rider;Mega Knight;Zap;Inferno Tower,0,12758,15.62,Win,2026-08-10T23:14:34.220450+00:00,,Berserker,Firecracker;Goblin Barrel,,Tower Princess,Tower Princess,0.94,12.74,Valkyrie,Knight
20260808T141303.000Z,PvP,PJ8C2U98,,Valkyrie;Wizard;Goblin Barrel;Hog Rider;The Log;Minion Horde;Arrows;Freeze,0,12697,16.0,VRG0UCYJ,☆-Alex Rodrigo☆,Furnace;Knight;Archer;Hog Rider;Barbarian Barrel;Poison;Cannon;Firecracker,1,12676,15.88,Loss,2026-08-10T23:15:05.582721+00:00,Goblin Barrel,,Furnace;Archer,,Tower Princess,Tower Princess,2.29,5.92,Valkyrie;Wizard,Knight
20260810T013051.000Z,trail,C9YL00V88,,Cannon;Knight;Musketeer;Ice Spirit;Skeleton;Arrows;Hog Rider;The Log,0,,11.0,9YQ0U0V22,Chuy,Rascals;Berserker;Zappies;The Log;Phoenix;Hog Rider;Bomb Tower;Mini P.E.K.K.A,1,,11.0,Loss,2026-08-10T23:15:51.950537+00:00,Cannon,,,Berserker,Tower Princess,Tower Princess,6.24,8.24,Knight,
20260810T201800.000Z,PvP,QCJYGC2RG,,Witch;Knight;Goblin Barrel;Mini P.E.K.K.A;Mega Knight;Hog Rider;Arrows;Rage,0,12859,15.12,UCVC8UUV9,limondeazufre,Executioner;Mini P.E.K.K.A;Witch;Zap;Giant Skeleton;The Log;Tombstone;Miner,1,12846,16.0,Loss,2026-08-10T23:16:43.325043+00:00,Witch;Goblin Barrel,,Executioner;Witch,Mini P.E.K.K.A,Tower Princess,Tower Princess,11.44,4.58,Knight,
20260810T054048.000Z,trail,UV20L0JG,,Royal Giant;Berserker;Archer Queen;Giant Snowball;Poison;Bandit;Zappies;Tombstone,3,14500,15.88,L0PY9C9PC,nathanr,Baby Dragon;Knight;Inferno Dragon;Balloon;Bowler;Tornado;Freeze;Barbarian Barrel,0,14509,15.12,Win,2026-08-10T23:17:41.048629+00:00,Royal Giant,Berserker,Baby Dragon;Inferno Dragon,,Tower Princess,Tower Princess,6.82,19.82,,Knight
20260810T025342.000Z,PvP,GCPUYJUQU,,Bandit;Wizard;Arrows;Freeze;Skeleton Army;Minion Horde;Ram Rider;Electro Giant,1,13560,15.88,VC2CJY99L,Game master,Royal Recruits;Boss Bandit;Wall Breakers;Mother Witch;Arrows;Flying Machine;Fisherman;Goblin Gang,3,13560,15.75,Loss,2026-08-10T23:18:20.338584+00:00,,,Royal Recruits;Wall Breakers,,Dagger Duchess,Tower Princess,0.25,0.6,Wizard,
20260809T005527.000Z,PvP,202VY8VGGC,,Witch;Knight;Mega Knight;Firecracker;The Log;Hog Rider;Battle Ram;Archer,0,13010,15.38,V20LY09UG,ayıboğan255,Mega Knight;Golden Knight;Executioner;Fireball;Skeleton Army;Witch;Hog Rider;Firecracker,3,13007,15.25,Loss,2026-08-10T23:18:50.792306+00:00,Witch;Mega Knight,,Mega Knight;Executioner,,Tower Princess,Tower Princess,13.85,0.0,Knight,
20260808T142231.000Z,PvP,Y00P9Q2C9,,Witch;Mega Minion;P.E.K.K.A;Freeze;The Log;Mega Knight;Mirror;Firecracker,1,12728,15.88,8LYJQG9U2,alvise,Mega Knight;Archer Queen;Bat;Goblin Gang;Arrows;Miner;Wall Breakers;Prince,0,12699,15.0,Win,2026-08-10T23:19:29.725906+00:00,Witch;P.E.K.K.A,Mega Minion,Mega Knight;Bat,,Dagger Duchess,Tower Princess,6.09,14.41,,
20260809T181601.000Z,PvP,QQG2CVL8P,,Tesla;Knight;Archer;X-Bow;The Log;Fireball;Ice Spirit;Skeleton,0,13659,15.62,UJCR2RR8P,jacqui_xw,Valkyrie;Musketeer;Witch;Giant Skeleton;Skeleton Army;Goblin Barrel;Spear Goblin;Arrows,1,13648,16.0,Loss,2026-08-10T23:20:06.870175+00:00,Tesla;Archer,,Witch,,Tower Princess,Tower Princess,3.24,1.42,Knight,Valkyrie;Musketeer
20260805T164415.000Z,trail,PPLJY82,,Executioner;Zappies;Musketeer;Electro Wizard;Royal Giant;Rune Giant;Heal Spirit;Barbarian Barrel,3,12,11.0,208VPRGQU,aloosh,Goblin Drill;Rage;Giant;Inferno Dragon;Royal Hogs;Berserker;Ronin;Mortar,2,12,11.0,Win,2026-08-10T23:20:35.209720+00:00,,,,,Tower Princess,Tower Princess,6.3,1.09,,
