Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Troop,Bat,1,Melee: Medium,,1.2,32,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,2,Melee: Medium,,1.2,35,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,3,Melee: Medium,,1.2,38,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,4,Melee: Medium,,1.2,42,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,5,Melee: Medium,,1.2,46,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,6,Melee: Medium,,1.2,51,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,7,Melee: Medium,,1.2,56,56,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,8,Melee: Medium,,1.2,61,61,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,9,Melee: Medium,,1.2,67,67,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,10,Melee: Medium,,1.2,74,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,11,Melee: Medium,,1.2,81,81,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,12,Melee: Medium,,1.2,89,89,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,13,Melee: Medium,,1.2,98,98,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,14,Melee: Medium,,1.2,108,108,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,15,Melee: Medium,,1.2,119,119,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,16,Melee: Medium,,1.2,130,130,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,17,Melee: Medium,,1.2,144,144,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Bat,18,Melee: Medium,,1.2,158,158,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,1,6,,1.1,240,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,2,6,,1.1,264,73,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,3,6,,1.1,290,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,4,6,,1.1,319,89,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,5,6,,1.1,350,97,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,6,6,,1.1,384,107,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,7,6,,1.1,422,117,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,8,6,,1.1,463,129,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,9,6,,1.1,508,142,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,10,6,,1.1,559,156,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,11,6,,1.1,614,171,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,12,6,,1.1,674,188,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,13,6,,1.1,741,207,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,14,6,,1.1,813,227,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,15,6,,1.1,892,249,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,16,6,,1.1,981,274,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,17,6,,1.1,1080,301,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Flying Machine,18,6,,1.1,1188,331,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,1,11.5,,5,535,104,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,2,11.5,,5,588,114,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,3,11.5,,5,647,125,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,4,11.5,,5,711,138,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,5,11.5,,5,781,151,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,6,11.5,,5,856,166,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,7,11.5,,5,941,183,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,8,11.5,,5,1032,200,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,9,11.5,,5,1134,220,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,10,11.5,,5,1246,242,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,11,11.5,,5,1369,266,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,12,11.5,,5,1503,292,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,13,11.5,,5,1653,321,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,14,11.5,,5,1813,352,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,15,11.5,,5,1990,386,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,16,11.5,,5,2188,425,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,17,11.5,,5,2407,468,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Mortar,18,11.5,,5,2648,514,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,1,,2,,,580,,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,2,,2,,,638,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,3,,2,,,701,,176,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,4,,2,,,771,,193,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,5,,2,,,846,,212,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,6,,2,,,928,,232,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,7,,2,,,1020,,255,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,8,,2,,,1119,,280,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,9,,2,,,1229,,308,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,10,,2,,,1351,,338,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,11,,2,,,1484,,371,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,12,,2,,,1629,,408,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,13,,2,,,1792,,448,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,14,,2,,,1966,,492,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,15,,2,,,2157,,540,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,16,,2,,,2372,,593,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,17,,2,,,2610,,653,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rocket,18,,2,,,2871,,718,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,1,,2.5,,,75,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,2,,2.5,,,82,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,3,,2.5,,,90,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,4,,2.5,,,99,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,5,,2.5,,,109,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,6,,2.5,,,120,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,7,,2.5,,,132,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,8,,2.5,,,144,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,9,,2.5,,,159,,48,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,10,,2.5,,,174,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,11,,2.5,,,192,,58,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,12,,2.5,,,210,,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,13,,2.5,,,231,,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,14,,2.5,,,254,,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,15,,2.5,,,279,,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,16,,2.5,,,306,,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,17,,2.5,,,337,,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Zap,18,,2.5,,,371,,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,1,Melee: Medium,,1.8,1469,319,177,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,2,Melee: Medium,,1.8,1615,350,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,3,Melee: Medium,,1.8,1777,385,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,4,Melee: Medium,,1.8,1953,424,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,5,Melee: Medium,,1.8,2144,465,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,6,Melee: Medium,,1.8,2350,510,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,7,Melee: Medium,,1.8,2585,561,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,8,Melee: Medium,,1.8,2835,615,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,9,Melee: Medium,,1.8,3114,676,375,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,10,Melee: Medium,,1.8,3422,743,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,11,Melee: Medium,,1.8,3760,816,453,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,12,Melee: Medium,,1.8,4127,896,497,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,13,Melee: Medium,,1.8,4539,985,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,14,Melee: Medium,,1.8,4979,1081,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,15,Melee: Medium,,1.8,5464,1186,658,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,16,Melee: Medium,,1.8,6008,1304,724,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,17,Melee: Medium,,1.8,6610,1435,797,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,P.E.K.K.A,18,Melee: Medium,,1.8,7271,1579,877,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,1,3.5,,1.5,450,63,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,2,3.5,,1.5,495,69,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,3,3.5,,1.5,544,76,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,4,3.5,,1.5,598,83,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,5,3.5,,1.5,657,91,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,6,3.5,,1.5,720,100,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,7,3.5,,1.5,792,110,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,8,3.5,,1.5,868,121,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,9,3.5,,1.5,954,133,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,10,3.5,,1.5,1048,146,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,11,3.5,,1.5,1152,161,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,12,3.5,,1.5,1264,177,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,13,3.5,,1.5,1390,194,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,14,3.5,,1.5,1525,213,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,15,3.5,,1.5,1674,234,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,16,3.5,,1.5,1840,257,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,17,3.5,,1.5,2025,283,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Baby Dragon,18,3.5,,1.5,2227,311,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,1,Melee: Long,,1,32,46,46,,,100,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,2,Melee: Long,,1,35,50,50,,,110,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,3,Melee: Long,,1,38,55,55,,,121,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,4,Melee: Long,,1,42,61,61,,,133,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,5,Melee: Long,,1,46,67,67,,,146,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,6,Melee: Long,,1,51,73,73,,,160,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,7,Melee: Long,,1,56,80,80,,,176,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,8,Melee: Long,,1,61,88,88,,,193,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,9,Melee: Long,,1,67,97,97,,,212,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,10,Melee: Long,,1,74,107,107,,,233,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,11,Melee: Long,,1,81,117,117,,,256,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,12,Melee: Long,,1,89,129,129,,,281,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,13,Melee: Long,,1,98,142,142,,,309,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,14,Melee: Long,,1,108,155,155,,,339,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,15,Melee: Long,,1,119,171,171,,,372,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,16,Melee: Long,,1,130,188,188,,,409,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,17,Melee: Long,,1,144,207,207,,,450,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Guard,18,Melee: Long,,1,158,227,227,,,495,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,1,Melee: Short,,2,655,250,125,,,,94,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,2,Melee: Short,,2,720,275,137,,,,103,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,3,Melee: Short,,2,792,302,151,,,,113,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,4,Melee: Short,,2,871,332,166,,,,125,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,5,Melee: Short,,2,956,365,182,,,,137,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,6,Melee: Short,,2,1048,400,200,,,,150,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,7,Melee: Short,,2,1152,440,220,,,,165,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,8,Melee: Short,,2,1264,482,241,,,,181,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,9,Melee: Short,,2,1388,530,265,,,,199,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,10,Melee: Short,,2,1526,582,291,,,,219,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,11,Melee: Short,,2,1676,640,320,,,,240,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,12,Melee: Short,,2,1840,702,351,,,,264,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,13,Melee: Short,,2,2023,772,386,,,,290,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,14,Melee: Short,,2,2220,847,423,,,,318,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,15,Melee: Short,,2,2436,930,465,,,,349,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,16,Melee: Short,,2,2678,1022,511,,,,384,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,17,Melee: Short,,2,2947,1125,562,,,,423,,,,,,,,,,,,,,,,,,,,,,,
Troop,Balloon,18,Melee: Short,,2,3242,1237,618,,,,465,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,1,Melee: Long,,1.4,750,153,109,,306,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,2,Melee: Long,,1.4,825,168,120,,336,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,3,Melee: Long,,1.4,907,185,132,,370,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,4,Melee: Long,,1.4,997,203,145,,406,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,5,Melee: Long,,1.4,1095,223,159,,446,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,6,Melee: Long,,1.4,1200,244,174,,489,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,7,Melee: Long,,1.4,1320,269,192,,538,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,8,Melee: Long,,1.4,1447,295,210,,590,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,9,Melee: Long,,1.4,1590,324,231,,648,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,10,Melee: Long,,1.4,1747,356,254,,712,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,11,Melee: Long,,1.4,1920,391,279,,783,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,12,Melee: Long,,1.4,2107,429,306,,859,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,13,Melee: Long,,1.4,2317,472,337,,945,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,14,Melee: Long,,1.4,2542,518,370,,1037,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,15,Melee: Long,,1.4,2790,569,406,,1138,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,16,Melee: Long,,1.4,3067,625,446,,1251,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,17,Melee: Long,,1.4,3375,688,491,,1377,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Prince,18,Melee: Long,,1.4,3712,757,540,,1514,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,1,Melee: Long,,1.3,214,52,40,,,,,,94,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,2,Melee: Long,,1.3,235,57,43,,,,,,103,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,3,Melee: Long,,1.3,258,62,47,,,,,,113,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,4,Melee: Long,,1.3,284,69,53,,,,,,125,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,5,Melee: Long,,1.3,312,75,57,,,,,,137,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,6,Melee: Long,,1.3,342,83,63,,,,,,150,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,7,Melee: Long,,1.3,376,91,70,,,,,,165,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,8,Melee: Long,,1.3,413,100,76,,,,,,181,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,9,Melee: Long,,1.3,453,110,84,,,,,,199,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,10,Melee: Long,,1.3,498,121,93,,,,,,219,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,11,Melee: Long,,1.3,547,133,102,,,,,,240,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,12,Melee: Long,,1.3,601,146,112,,,,,,264,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,13,Melee: Long,,1.3,661,160,123,,,,,,290,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,14,Melee: Long,,1.3,725,176,135,,,,,,318,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,15,Melee: Long,,1.3,796,193,148,,,,,,349,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,16,Melee: Long,,1.3,875,212,163,,,,,,384,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,17,Melee: Long,,1.3,963,234,180,,,,,,423,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Recruits,18,Melee: Long,,1.3,1059,257,197,,,,,,465,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,1,Melee: Short,,1.2,327,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,2,Melee: Short,,1.2,359,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,3,Melee: Short,,1.2,395,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,4,Melee: Short,,1.2,434,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,5,Melee: Short,,1.2,477,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,6,Melee: Short,,1.2,523,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,7,Melee: Short,,1.2,575,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,8,Melee: Short,,1.2,631,55,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,9,Melee: Short,,1.2,693,61,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,10,Melee: Short,,1.2,761,67,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,11,Melee: Short,,1.2,837,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,12,Melee: Short,,1.2,918,81,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,13,Melee: Short,,1.2,1010,89,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,14,Melee: Short,,1.2,1108,98,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,15,Melee: Short,,1.2,1216,107,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,16,Melee: Short,,1.2,1337,118,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,17,Melee: Short,,1.2,1471,130,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Hogs,18,Melee: Short,,1.2,1618,143,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,1,7.5,,2.2,1200,125,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,2,7.5,,2.2,1296,137,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,3,7.5,,2.2,1392,151,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,4,7.5,,2.2,1500,166,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,5,7.5,,2.2,1620,182,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,6,7.5,,2.2,1740,200,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,7,7.5,,2.2,1872,220,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,8,7.5,,2.2,2016,241,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,9,7.5,,2.2,2172,265,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,10,7.5,,2.2,2388,291,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,11,7.5,,2.2,2616,320,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,12,7.5,,2.2,2868,351,159,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,13,7.5,,2.2,3144,386,175,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,14,7.5,,2.2,3456,423,192,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,15,7.5,,2.2,3792,465,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,16,7.5,,2.2,NaN,511,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,17,7.5,,2.2,NaN,562,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Cannoneer,18,7.5,,2.2,NaN,618,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,1,Melee: Short,,1.3,1313,108,83,,,,,,,269,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,2,Melee: Short,,1.3,1444,118,90,,,,,,,295,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,3,Melee: Short,,1.3,1588,130,100,,,,,,,325,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,4,Melee: Short,,1.3,1746,143,110,,,,,,,357,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,5,Melee: Short,,1.3,1916,157,120,,,,,,,392,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,6,Melee: Short,,1.3,2100,172,132,,,,,,,430,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,7,Melee: Short,,1.3,2310,190,146,,,,,,,473,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,8,Melee: Short,,1.3,2534,208,160,,,,,,,519,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,9,Melee: Short,,1.3,2783,228,175,,,,,,,570,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,10,Melee: Short,,1.3,3059,251,193,,,,,,,626,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,11,Melee: Short,,1.3,3361,276,212,,,,,,,688,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,12,Melee: Short,,1.3,3689,303,233,,,,,,,755,,,,,,,,,,,,,,,,,,,,
